place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,coordinates,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJxWSkx5SJsIkRacQ8SUw4jIg,Casa Pearl,"Our team is very passionate about Casa Pearl's concept, oysters and tacos! At first glance, it may seem like an odd pairing, but doesn't it sound delicious? Oysters play a big part in the aquaculture, livelihood, and history of the Chesapeake Bay. Our team is obsessed with the two, and marrying oysters and tacos in a fun and lively atmosphere is the perfect setting for a memorable meal.

Casa Pearl focuses on quality locally-sourced ingredients, seasoned culinary expertise, and gracious customer service. Our raw bar features many of the delicious fish & shellfish that the Chesapeake Bay region has to offer. Tacos are Latin-inspired, but with a southern twist.

We do not take reservations. First come, first served. Takeout always available.",,689,4.8,"Name: Fat Tuna Grill & Oyster House
Link: https://www.google.com/maps/search/Fat+Tuna+Grill+%26+Oyster+House/@37.2887541,-76.721779?authuser=0&hl=en&entry=ttu
Reviews: 5390 reviews

Name: Berret's Seafood Restaurant and Taphouse Grill
Link: https://www.google.com/maps/search/Berret's+Seafood+Restaurant+and+Taphouse+Grill/@37.269825399999995,-76.7069361?authuser=0&hl=en&entry=ttu
Reviews: 2800 reviews

Name: Christiana Campbell's Tavern
Link: https://www.google.com/maps/search/Christiana+Campbell's+Tavern/@37.271653,-76.6914125?authuser=0&hl=en&entry=ttu
Reviews: 844 reviews

Name: Waypoint Seafood & Grill
Link: https://www.google.com/maps/search/Waypoint+Seafood+%26+Grill/@37.248787199999995,-76.68630929999999?authuser=0&hl=en&entry=ttu
Reviews: 792 reviews

Name: Fat Canary
Link: https://www.google.com/maps/search/Fat+Canary/@37.2706514,-76.70611170000001?authuser=0&hl=en&entry=ttu
Reviews: 689 reviews",http://www.eatcasapearl.com/,(757) 208-0149,"{""latitude"":37.2680368,""longitude"":-76.677104}",Casa Pearl (Owner),https://www.google.com/maps/contrib/113830720305903696604,https://lh3.googleusercontent.com/p/AF1QipNzGNAdxDvCPeBD3OLHRKnhwgkllO7DCj5NnlMq=s1024,Restaurant,Restaurant,4-8:30 PM,,"Monday, Sunday","722 Merrimac Trail, Williamsburg, VA 23185","oysters, brussel sprouts, ceviche, hush puppies, po boy, fish tacos, shrimp toast, smoked fish dip, key lime, oyster taco",https://www.google.com/maps/place/Casa+Pearl/data=!4m7!3m6!1s0x89b08994c7a464c5:0x888c384c493cc469!8m2!3d37.2680368!4d-76.677104!16s%2Fg%2F11f5vdlms4!19sChIJxWSkx5SJsIkRacQ8SUw4jIg?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJyduGO1aJsIkR99LM1awZc4o,The Bake Shop,"Your local one-stop bake shop! Williamsburg's go-to for fresh bagels, coffee and baked goods.",,302,4.2,"Name: Aromas Coffeehouse Bakery & Cafe
Link: https://www.google.com/maps/search/Aromas+Coffeehouse+Bakery+%26+Cafe/@37.2722639,-76.7069972?authuser=0&hl=en&entry=ttu
Reviews: 1424 reviews

Name: Raleigh Tavern Bakery
Link: https://www.google.com/maps/search/Raleigh+Tavern+Bakery/@37.2718014,-76.6955516?authuser=0&hl=en&entry=ttu
Reviews: 289 reviews

Name: Extraordinary Cupcakes
Link: https://www.google.com/maps/search/Extraordinary+Cupcakes/@37.2711438,-76.70700029999999?authuser=0&hl=en&entry=ttu
Reviews: 240 reviews

Name: Smallcakes Williamsburg
Link: https://www.google.com/maps/search/Smallcakes+Williamsburg/@37.2768691,-76.7499211?authuser=0&hl=en&entry=ttu
Reviews: 154 reviews

Name: LOKAL Bread
Link: https://www.google.com/maps/search/LOKAL+Bread/@37.264969799999996,-76.7084838?authuser=0&hl=en&entry=ttu
Reviews: 15 reviews",https://www.baketheburg.com/,(757) 808-7056,"{""latitude"":37.2732459,""longitude"":-76.70905239999999}",The Bake Shop (Owner),https://www.google.com/maps/contrib/101497010791499429521,https://lh3.googleusercontent.com/p/AF1QipNLISLxmcI-xBLSTKac16ToSDzWtJf7A5PcYf-d=s1024,Bakery,"Bakery, Bagel shop, Coffee shop, Pizza restaurant",7 AM-3 PM,,Open All Days,"204 Armistead Ave, Williamsburg, VA 23185","bagels, latte, scone, muffin, cream cheese, sticky bun, breakfast sandwich, spread, cashier, black garlic",https://www.google.com/maps/place/The+Bake+Shop/data=!4m7!3m6!1s0x89b089563b86dbc9:0x8a7319acd5ccd2f7!8m2!3d37.2732459!4d-76.7090524!16s%2Fg%2F11mpclg3_m!19sChIJyduGO1aJsIkR99LM1awZc4o?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ-3M8_GuJsIkR0UntcR1lroA,Jose Tequilas Mexican Bar And Grill,,,2340,4.4,"Name: La Terraza Mexican Grill
Link: https://www.google.com/maps/search/La+Terraza+Mexican+Grill/@37.297495999999995,-76.7276092?authuser=0&hl=en&entry=ttu
Reviews: 2094 reviews

Name: Plaza Azteca Mexican Restaurant
Link: https://www.google.com/maps/search/Plaza+Azteca+Mexican+Restaurant/@37.2885227,-76.7234764?authuser=0&hl=en&entry=ttu
Reviews: 1814 reviews

Name: La Tolteca Mexican Restaurant
Link: https://www.google.com/maps/search/La+Tolteca+Mexican+Restaurant/@37.3095712,-76.7315328?authuser=0&hl=en&entry=ttu
Reviews: 1099 reviews

Name: La Tolteca
Link: https://www.google.com/maps/search/La+Tolteca/@37.2741565,-76.6877071?authuser=0&hl=en&entry=ttu
Reviews: 983 reviews

Name: MARIA BONITA CANTINA
Link: https://www.google.com/maps/search/MARIA+BONITA+CANTINA/@37.3161687,-76.73468919999999?authuser=0&hl=en&entry=ttu
Reviews: 417 reviews",http://josetequilasva.com/,(757) 707-3690,"{""latitude"":37.2855918,""longitude"":-76.7160644}",Jose Tequilas Mexican Bar And Grill (Owner),https://www.google.com/maps/contrib/109148408918851129551,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFwnixvmCC_jdl-JfOzp0mJTyAhiNL1T5sMPLbbaKsE4HdxrKfxPbFZfmNS87ruaM4PXZlRomYKiIaazhARowa3BJt0frLRl0q1ptHMrFb2dTprpPRr9ga79M8L-4l9C5KfYGP=s1024,Mexican restaurant,"Mexican restaurant, Restaurant",11 AM-10 PM,,Open All Days,"205 Bypass Rd, Williamsburg, VA 23185","margaritas, drinks, vacation, sangria, appetizer, chupacabra, white sauce, cowboy, busch gardens, coconut",https://www.google.com/maps/place/Jose+Tequilas+Mexican+Bar+And+Grill/data=!4m7!3m6!1s0x89b0896bfc3c73fb:0x80ae651d71ed49d1!8m2!3d37.2855918!4d-76.7160644!16s%2Fg%2F11c20bzhw3!19sChIJ-3M8_GuJsIkR0UntcR1lroA?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJW0Gx9AaJsIkRq3L2dI4Ml80,Raleigh Tavern Bakery,"Mellow bakery & cafe with an old-fashioned feel offering cookies, cider & light lunch fare.",,289,4.3,"Name: Aromas Coffeehouse Bakery & Cafe
Link: https://www.google.com/maps/search/Aromas+Coffeehouse+Bakery+%26+Cafe/@37.2722639,-76.7069972?authuser=0&hl=en&entry=ttu
Reviews: 1424 reviews

Name: Carrot Tree Kitchens
Link: https://www.google.com/maps/search/Carrot+Tree+Kitchens/@37.252055399999996,-76.7349445?authuser=0&hl=en&entry=ttu
Reviews: 554 reviews

Name: The Bake Shop
Link: https://www.google.com/maps/search/The+Bake+Shop/@37.2732459,-76.70905239999999?authuser=0&hl=en&entry=ttu
Reviews: 302 reviews

Name: Allure Bakery
Link: https://www.google.com/maps/search/Allure+Bakery/@37.321324499999996,-76.74200689999999?authuser=0&hl=en&entry=ttu
Reviews: 25 reviews

Name: LOKAL Bread
Link: https://www.google.com/maps/search/LOKAL+Bread/@37.264969799999996,-76.7084838?authuser=0&hl=en&entry=ttu
Reviews: 15 reviews",https://www.colonialwilliamsburghotels.com/dining/raleigh-tavern-bakery/,,"{""latitude"":37.2718014,""longitude"":-76.6955516}",Raleigh Tavern Bakery (Owner),https://www.google.com/maps/contrib/107895018865156387134,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKL0azCQBh4iA0MGJZFRgFNcwXfiDacMPTEu-r1gAKdwRUpVNZn55gPacg8rFFjCI1Zan3V8NJz90Nd_6wolUl7ZJMLJRNb6EmL13_ADM0qgr0AzG8_CZXFPs53V0ntf41Rtnc=s1024,Bakery,"Bakery, Snack bar",9 AM-5 PM,,Open All Days,"410 E Duke of Gloucester St, Williamsburg, VA 23185","sandwiches, ginger cake, hot cider, oven, priced, coffee, gingerbread cookies, muffin, root beer, ginger snap",https://www.google.com/maps/place/Raleigh+Tavern+Bakery/data=!4m7!3m6!1s0x89b08906f4b1415b:0xcd970c8e74f672ab!8m2!3d37.2718014!4d-76.6955516!16zL20vMGRzYjh2!19sChIJW0Gx9AaJsIkRq3L2dI4Ml80?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJnXpcVvyIsIkRJtOjnphSMF8,Cochon on 2nd,"Locally owned, white table cloth restaurant with full bar. Minutes from downtown",,574,4.6,"Name: Second Street American Bistro
Link: https://www.google.com/maps/search/Second+Street+American+Bistro/@37.274720699999996,-76.6870557?authuser=0&hl=en&entry=ttu
Reviews: 3796 reviews

Name: Amber Ox Public House
Link: https://www.google.com/maps/search/Amber+Ox+Public+House/@37.272807,-76.708522?authuser=0&hl=en&entry=ttu
Reviews: 3312 reviews

Name: Le Yaca French Restaurant
Link: https://www.google.com/maps/search/Le+Yaca+French+Restaurant/@37.2883703,-76.7240977?authuser=0&hl=en&entry=ttu
Reviews: 1556 reviews

Name: Christiana Campbell's Tavern
Link: https://www.google.com/maps/search/Christiana+Campbell's+Tavern/@37.271653,-76.6914125?authuser=0&hl=en&entry=ttu
Reviews: 844 reviews

Name: Fat Canary
Link: https://www.google.com/maps/search/Fat+Canary/@37.2706514,-76.70611170000001?authuser=0&hl=en&entry=ttu
Reviews: 689 reviews",http://www.cochonon2nd.com/,(757) 229-1199,"{""latitude"":37.273104,""longitude"":-76.684489}",Cochon on 2nd (Owner),https://www.google.com/maps/contrib/107640873931495590168,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCVKsSdX2kvXrOfBjxXhUbyzLzfqMx7FcZm0L5xbL3ufQXT_BXZQGliYgq-eUc2L0YvUbjF4j2RqSiIR3hNK61JFoSWIlG-h-KBv_oiMaOdizG-PRgcfHrhLa1_weIQFTX28mS=s1024,Restaurant,Restaurant,5-9 PM,,Monday,"311 -106 2nd St, Williamsburg, VA 23185","anniversary, scallops, duck, salmon, tuna, wine list, martini, beef tenderloin, seared, au gratin potatoes",https://www.google.com/maps/place/Cochon+on+2nd/data=!4m7!3m6!1s0x89b088fc565c7a9d:0x5f3052989ea3d326!8m2!3d37.273104!4d-76.684489!16s%2Fg%2F11cly8kyql!19sChIJnXpcVvyIsIkRJtOjnphSMF8?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJI8Ac92eJsIkRc2LPrOgw63M,Mama Steve's House of Pancakes,,,1216,3.6,"Name: Astronomical Pancake House
Link: https://www.google.com/maps/search/Astronomical+Pancake+House/@37.31239420000001,-76.7328067?authuser=0&hl=en&entry=ttu
Reviews: 2615 reviews

Name: Another Broken Egg Cafe
Link: https://www.google.com/maps/search/Another+Broken+Egg+Cafe/@37.2869934,-76.7221533?authuser=0&hl=en&entry=ttu
Reviews: 2479 reviews

Name: Southern Pancake & Waffle House
Link: https://www.google.com/maps/search/Southern+Pancake+%26+Waffle+House/@37.2926548,-76.72374169999999?authuser=0&hl=en&entry=ttu
Reviews: 2270 reviews

Name: Not Another Pancake House
Link: https://www.google.com/maps/search/Not+Another+Pancake+House/@37.2960869,-76.72558049999999?authuser=0&hl=en&entry=ttu
Reviews: 1432 reviews

Name: The Smokey Griddle Pancake House
Link: https://www.google.com/maps/search/The+Smokey+Griddle+Pancake+House/@37.3015949,-76.7272794?authuser=0&hl=en&entry=ttu
Reviews: 1346 reviews",https://www.jeffersonrestaurantva.com/home2,(757) 229-7613,"{""latitude"":37.2913,""longitude"":-76.7229858}",Mama Steve's House of Pancakes (Owner),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no3pSvSPBLrY2_e6NKmSC4uK4E6_o_wRB0OEfQQCuPhHare2m6wku-KOTVekp4jN61OlCUusgV57u9Dxa76KmiSiRoAswa9s5tNk9s6jR0dSzMK5frHzW-4EGtM9qpsCysqsOBS=s1024,Breakfast restaurant,Breakfast restaurant,7 AM-1 PM,,Wednesday,"1509 Richmond Rd, Williamsburg, VA 23185","bacon, pancake house, bathroom, syrup, check, ihop, coffee cup, tourist, blueberry pancakes, silver dollar",https://www.google.com/maps/place/Mama+Steve%27s+House+of+Pancakes/data=!4m7!3m6!1s0x89b08967f71cc023:0x73eb30e8accf6273!8m2!3d37.2913!4d-76.7229858!16s%2Fg%2F1tfgq83k!19sChIJI8Ac92eJsIkRc2LPrOgw63M?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ5wD98fyIsIkR0xw56XVegFY,South of the Border Mexican,Casual restaurant serving generous portions of Mexican specialties & oversized margaritas.,,735,4.2,"Name: Jose Tequilas Mexican Bar And Grill
Link: https://www.google.com/maps/search/Jose+Tequilas+Mexican+Bar+And+Grill/@37.2855918,-76.7160644?authuser=0&hl=en&entry=ttu
Reviews: 2338 reviews

Name: La Tolteca
Link: https://www.google.com/maps/search/La+Tolteca/@37.2741565,-76.6877071?authuser=0&hl=en&entry=ttu
Reviews: 983 reviews

Name: El Sabroson
Link: https://www.google.com/maps/search/El+Sabroson/@37.2888046,-76.71763829999999?authuser=0&hl=en&entry=ttu
Reviews: 607 reviews

Name: Los Paisanos
Link: https://www.google.com/maps/search/Los+Paisanos/@37.260698399999995,-76.6748552?authuser=0&hl=en&entry=ttu
Reviews: 240 reviews

Name: Don Chido
Link: https://www.google.com/maps/search/Don+Chido/@37.27216,-76.6812731?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews",https://www.facebook.com/sotb.us/,(757) 565-4848,"{""latitude"":37.274166699999995,""longitude"":-76.6836111}",South of the Border Mexican (Owner),https://www.google.com/maps/contrib/104724539761332621089,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrDLMlixMFhNlssToCssTZxM6dRn7HKnHHOgI8LK6c-vaEqkCcyU1keChYTh63uJrWqVL6pFdnClJ0v3ULClyk4xTiql7KCHQU6ow95XbuOu-uazZQiXAj2iViZwkMq5t_-lMBg=s1024,Mexican restaurant,"Mexican restaurant, Restaurant",11 AM-9 PM,,Open All Days,"322 2nd St, Williamsburg, VA 23185","margarita, fajitas, bean dip, drinks, chimichanga, quick service, pupusas, appetizer, taco salad, seafood",https://www.google.com/maps/place/South+of+the+Border+Mexican/data=!4m7!3m6!1s0x89b088fcf1fd00e7:0x56805e75e9391cd3!8m2!3d37.2741667!4d-76.6836111!16s%2Fg%2F1tdg8p7h!19sChIJ5wD98fyIsIkR0xw56XVegFY?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJxQZpfgKJsIkR94aJZL8xd8Y,La Tolteca,"Small Mexican eatery offering an abundant variety of tacos, quesadillas, fajitas & vegetarian fare.",,983,4.5,"Name: Jose Tequilas Mexican Bar And Grill
Link: https://www.google.com/maps/search/Jose+Tequilas+Mexican+Bar+And+Grill/@37.2855918,-76.7160644?authuser=0&hl=en&entry=ttu
Reviews: 2338 reviews

Name: La Terraza Mexican Grill
Link: https://www.google.com/maps/search/La+Terraza+Mexican+Grill/@37.297495999999995,-76.7276092?authuser=0&hl=en&entry=ttu
Reviews: 2094 reviews

Name: La Tolteca Mexican Restaurant
Link: https://www.google.com/maps/search/La+Tolteca+Mexican+Restaurant/@37.3095712,-76.7315328?authuser=0&hl=en&entry=ttu
Reviews: 1099 reviews

Name: South of the Border Mexican
Link: https://www.google.com/maps/search/South+of+the+Border+Mexican/@37.274166699999995,-76.6836111?authuser=0&hl=en&entry=ttu
Reviews: 735 reviews

Name: La Terraza Mexican Grill
Link: https://www.google.com/maps/search/La+Terraza+Mexican+Grill/@37.244693399999996,-76.65807029999999?authuser=0&hl=en&entry=ttu
Reviews: 282 reviews",,(757) 259-0598,"{""latitude"":37.2741565,""longitude"":-76.6877071}",La Tolteca (Owner),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nom8Jah1y7XatEfb1ty0YPIEbKTrXb2xRT9H4FfDdW6VlJiwsd0i7kGYjBJEjEir-CppK2xr1AgO5t1PCXd6BGkC28OmvQfyqYmyA9Ul1yZB3RQpWBlrtGvwUJDP5KKzeietAKDZw=s1024,Mexican restaurant,"Mexican restaurant, Latin American restaurant, Restaurant, Salad shop, Seafood restaurant",11 AM-9 PM,,Open All Days,"135 2nd St, Williamsburg, VA 23185","margaritas, food and service, guacamole, fajitas, area, tacos al pastor, tex-mex, churros, shrimp, fried ice cream",https://www.google.com/maps/place/La+Tolteca/data=!4m7!3m6!1s0x89b089027e6906c5:0xc67731bf648986f7!8m2!3d37.2741565!4d-76.6877071!16s%2Fg%2F1vg6vm25!19sChIJxQZpfgKJsIkR94aJZL8xd8Y?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJhQsLa1yJsIkRFGOWMwEltjU,Cook Out,"Branch of a fast-food chain known for its drive-thru BBQ, burgers & more than 40 milkshake flavors.",,2928,4.1,"Name: McDonald's
Link: https://www.google.com/maps/search/McDonald's/@37.2928648,-76.72483849999999?authuser=0&hl=en&entry=ttu
Reviews: 1679 reviews

Name: Five Guys
Link: https://www.google.com/maps/search/Five+Guys/@37.2888087,-76.7248601?authuser=0&hl=en&entry=ttu
Reviews: 1041 reviews

Name: Freddy's Frozen Custard & Steakburgers
Link: https://www.google.com/maps/search/Freddy's+Frozen+Custard+%26+Steakburgers/@37.2928984,-76.7240092?authuser=0&hl=en&entry=ttu
Reviews: 788 reviews

Name: Cook's Burger Bar
Link: https://www.google.com/maps/search/Cook's+Burger+Bar/@37.2808785,-76.7202145?authuser=0&hl=en&entry=ttu
Reviews: 617 reviews",http://cookout.com/,(866) 547-0011,"{""latitude"":37.2955998,""longitude"":-76.7261999}",Cook Out (Owner),https://www.google.com/maps/contrib/109392346487088130260,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiZu3_R3WQye7aGNHrSXB_h6iKAJAtn6V_uWqk5D-LxPy2QjueA1vFItm0s20r1nVF2JnEgVDqeRID15PB5RDDWlrgPq62yFMfoPPvQpWQsjGscqJvWpw4UxiW9HAXioqJ11o=s1024,Fast food restaurant,"Fast food restaurant, American restaurant, Barbecue restaurant, Chicken restaurant, Hamburger restaurant, Hot dog restaurant, Restaurant",10:30 AM-3 AM,,Open All Days,"1660 Richmond Rd, Williamsburg, VA 23185","tray, onion rings, hush puppies, sides, corn dog, cheerwine, great milkshakes, bbq sandwich, christian music, busch gardens",https://www.google.com/maps/place/Cook+Out/data=!4m7!3m6!1s0x89b0895c6b0b0b85:0x35b6250133966314!8m2!3d37.2955998!4d-76.7261999!16s%2Fg%2F1jkxq2nj5!19sChIJhQsLa1yJsIkRFGOWMwEltjU?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ_Yste2mJsIkRph_sJX_eGm0,El Sabroson,"Hispanic groceries, beer, wire transfers, check cashing",,608,4.1,"Name: La Terraza Mexican Grill
Link: https://www.google.com/maps/search/La+Terraza+Mexican+Grill/@37.297495999999995,-76.7276092?authuser=0&hl=en&entry=ttu
Reviews: 2094 reviews

Name: El Sabor Mexicano
Link: https://www.google.com/maps/search/El+Sabor+Mexicano/@37.3541028,-76.7644384?authuser=0&hl=en&entry=ttu
Reviews: 749 reviews

Name: South of the Border Mexican
Link: https://www.google.com/maps/search/South+of+the+Border+Mexican/@37.274166699999995,-76.6836111?authuser=0&hl=en&entry=ttu
Reviews: 735 reviews

Name: 7 Mares Mexican Grill
Link: https://www.google.com/maps/search/7+Mares+Mexican+Grill/@37.2849358,-76.7204115?authuser=0&hl=en&entry=ttu
Reviews: 406 reviews

Name: Los Paisanos
Link: https://www.google.com/maps/search/Los+Paisanos/@37.260698399999995,-76.6748552?authuser=0&hl=en&entry=ttu
Reviews: 240 reviews",http://orderelsabroson.com/,(757) 220-3145,"{""latitude"":37.2888046,""longitude"":-76.71763829999999}",El Sabroson (Owner),https://www.google.com/maps/contrib/102429036306826291580,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvDu0bnjUkMnwxXJQ71d2CcwIOQdaCwOHV0ue06pxxqrGST4WqEcCApb32jfybnEngT6Yj5ndzFKXvBWM6WbrWjtQm6QpV080GiUR1GbmBewag8dwXnKbmAKtRkHLTtq05JkCg=s1024,Salvadoran restaurant,"Salvadoran restaurant, Restaurant",10:30 AM-9 PM,,Open All Days,"122 Waller Mill Rd, Williamsburg, VA 23185","latin food, mexican, peruvian, buffet, margaritas, chips, food and service, guacamole, plantains, spicy",https://www.google.com/maps/place/El+Sabroson/data=!4m7!3m6!1s0x89b089697b2d8bfd:0x6d1ade7f25ec1fa6!8m2!3d37.2888046!4d-76.7176383!16s%2Fg%2F1ptwdpjc8!19sChIJ_Yste2mJsIkRph_sJX_eGm0?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJT0YhlSOJsIkRd9ZpueHpjs4,Electric Circus Taco,"The Electric Circus Taco Bar is a modern street style taqueria, located inside the Precarious Beer Hall.",,315,4.3,"Name: Amber Ox Public House
Link: https://www.google.com/maps/search/Amber+Ox+Public+House/@37.272807,-76.708522?authuser=0&hl=en&entry=ttu
Reviews: 3312 reviews

Name: Jose Tequilas Mexican Bar And Grill
Link: https://www.google.com/maps/search/Jose+Tequilas+Mexican+Bar+And+Grill/@37.2855918,-76.7160644?authuser=0&hl=en&entry=ttu
Reviews: 2338 reviews

Name: Taco Mexicali's Richmond Road
Link: https://www.google.com/maps/search/Taco+Mexicali's+Richmond+Road/@37.3441632,-76.75647060000001?authuser=0&hl=en&entry=ttu
Reviews: 1219 reviews

Name: El Sabor Mexicano
Link: https://www.google.com/maps/search/El+Sabor+Mexicano/@37.3541028,-76.7644384?authuser=0&hl=en&entry=ttu
Reviews: 749 reviews

Name: Juan's Taqueria & Cantina
Link: https://www.google.com/maps/search/Juan%E2%80%99s+Taqueria+%26+Cantina/@37.279921,-76.7184554?authuser=0&hl=en&entry=ttu
Reviews: 186 reviews",https://www.precariousbeer.com/ect,(757) 808-5104,"{""latitude"":37.2698013,""longitude"":-76.7059931}",Electric Circus Taco (Owner),https://www.google.com/maps/contrib/107658282964336731364,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nokxRyoDOGimwnDoRyowj_wkYLnoQQ8jVwaQLXSaETvNbVo5YwLTk9mR6m5R7sUJ1bBEh_874V4FNA9YCdI7lomaTUjg3Dzyy_6zALKBlsyiyoSc_dfEaBPrvy7I5PkfwuwVQQi8-RP9iGq=s1024,Taco restaurant,"Taco restaurant, Brewpub, Mexican restaurant, Restaurant, Tex-Mex restaurant",11 AM-10 PM,,Open All Days,"Inside Precarious Beer Hall, 110 S Henry St, Williamsburg, VA 23185","beer, nachos, atmosphere, chips, games, wings, bowl, queso, pork belly, spicy",https://www.google.com/maps/place/Electric+Circus+Taco/data=!4m7!3m6!1s0x89b089239521464f:0xce8ee9e1b969d677!8m2!3d37.2698013!4d-76.7059931!16s%2Fg%2F11hzz3cfrm!19sChIJT0YhlSOJsIkRd9ZpueHpjs4?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJV6KeMtKLsIkRTeidnEx2JtU,The Corner Pocket,"Upscale pool hall with delicious food, full bar and a great selection of local beers.",,538,4.2,"Name: DoG Street Pub
Link: https://www.google.com/maps/search/DoG+Street+Pub/@37.2711628,-76.7059891?authuser=0&hl=en&entry=ttu
Reviews: 2386 reviews

Name: Brickhouse Tavern Williamsburg
Link: https://www.google.com/maps/search/Brickhouse+Tavern+Williamsburg/@37.274038999999995,-76.71223189999999?authuser=0&hl=en&entry=ttu
Reviews: 1157 reviews

Name: Green Leafe Cafe
Link: https://www.google.com/maps/search/Green+Leafe+Cafe/@37.2741165,-76.7125473?authuser=0&hl=en&entry=ttu
Reviews: 635 reviews

Name: The Brass Tap
Link: https://www.google.com/maps/search/The+Brass+Tap/@37.2783315,-76.7410331?authuser=0&hl=en&entry=ttu
Reviews: 402 reviews",http://www.thecornerpocket.us/,(757) 220-0808,"{""latitude"":37.277915199999995,""longitude"":-76.7419938}",The Corner Pocket (Owner),https://www.google.com/maps/contrib/117450040996078683962,https://lh3.googleusercontent.com/p/AF1QipNmrt2C18v-_Td2oJ8QZmggH63t2rOs2gz1QCJ2=s1024,Restaurant,"Restaurant, Bar, Pool hall",11:30 AM-9 PM,,Open All Days,"4805 Courthouse St, Williamsburg, VA 23188","pool tables, bartender, pool hall, play, darts, wings, patio, quesadilla, nachos, happy hour",https://www.google.com/maps/place/The+Corner+Pocket/data=!4m7!3m6!1s0x89b08bd2329ea257:0xd526764c9c9de84d!8m2!3d37.2779152!4d-76.7419938!16s%2Fg%2F1tklrf7v!19sChIJV6KeMtKLsIkRTeidnEx2JtU?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJWd62m3SJsIkRYxYvK87mlvI,College Delly,"Cozy diner offering a lengthy menu spanning pizza, sandwiches & Greek fare in an unfussy style.",,425,4,"Name: New York Deli & Pizza Restaurant
Link: https://www.google.com/maps/search/New+York+Deli+%26+Pizza+Restaurant/@37.3436667,-76.7561092?authuser=0&hl=en&entry=ttu
Reviews: 2457 reviews

Name: Rick's Cheese Steak Shop
Link: https://www.google.com/maps/search/Rick's+Cheese+Steak+Shop/@37.2734109,-76.7092104?authuser=0&hl=en&entry=ttu
Reviews: 2018 reviews

Name: Paul's Deli & Neighborhood Restaurant
Link: https://www.google.com/maps/search/Paul's+Deli+%26+Neighborhood+Restaurant/@37.2808475,-76.74066169999999?authuser=0&hl=en&entry=ttu
Reviews: 1412 reviews

Name: Paul's Deli Restaurant
Link: https://www.google.com/maps/search/Paul's+Deli+Restaurant/@37.274042,-76.712447?authuser=0&hl=en&entry=ttu
Reviews: 947 reviews

Name: Bazaaros Deli
Link: https://www.google.com/maps/search/Bazaaros+Deli/@37.321386,-76.7398494?authuser=0&hl=en&entry=ttu
Reviews: 190 reviews",http://www.collegedelly.com/,(757) 229-3915,"{""latitude"":37.2736912,""longitude"":-76.71233339999999}",College Delly (Owner),https://www.google.com/maps/contrib/110039874053205059035,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8EW03cPsdFetLgjY4Wj99yswcQbwGD_cvwPRY84vEyVORmLaxnY9mJmrIrGTdiBeFnEZbglEaBGNEzg4DBS3QWuMsLUknzI6QSlp6L-5U1D3b66I9JDWCp0rODiryBL_09gtH=s1024,Diner,"Diner, Greek restaurant, Sports bar",11 AM-1 AM,,"Monday, Tuesday, Wednesday, Sunday","336 Richmond Rd, Williamsburg, VA 23185","prices, sub, bartender, patio, deli, food and service, stromboli, crowd, student, walk",https://www.google.com/maps/place/College+Delly/data=!4m7!3m6!1s0x89b089749bb6de59:0xf296e6ce2b2f1663!8m2!3d37.2736912!4d-76.7123334!16s%2Fg%2F1tk_klg2!19sChIJWd62m3SJsIkRYxYvK87mlvI?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
